respondent_id,xyz_vaccine,seasonal_vaccine
46002,0.11,0.26
46003,0.19,0.31
46004,0.06,0.48
46005,0.09,0.81
46006,0.06,0.94
46007,0.45,0.73
46008,0.26,0.26
46009,0.1,0.49
46010,0.27,0.36
46011,0.3,0.77
46012,0.27,0.54
46013,0.14,0.39
46014,0.15,0.22
46015,0.12,0.67
46016,0.15,0.81
46017,0.09,0.35
46018,0.36,0.67
46019,0.26,0.49
46020,0.05,0.17
46021,0.2,0.42
46022,0.31,0.47
46023,0.12,0.76
46024,0.1,0.58
46025,0.05,0.81
46026,0.22,0.39
46027,0.23,0.34
46028,0.16,0.54
46029,0.07,0.15
46030,0.19,0.46
46031,0.02,0.33
46032,0.36,0.41
46033,0.43,0.76
46034,0.08,0.6
46035,0.02,0.18
46036,0.12,0.11
46037,0.05,0.23
46038,0.12,0.27
46039,0.05,0.38
46040,0.21,0.85
46041,0.01,0.18
46042,0.0,0.05
46043,0.38,0.73
46044,0.38,0.6
46045,0.17,0.61
46046,0.11,0.28
46047,0.78,0.86
46048,0.33,0.29
46049,0.29,0.64
46050,0.46,0.7
46051,0.1,0.13
46052,0.86,0.97
46053,0.07,0.83
46054,0.94,0.87
46055,0.06,0.19
46056,0.17,0.51
46057,0.09,0.31
46058,0.04,0.44
46059,0.74,0.8
46060,0.07,0.73
46061,0.06,0.17
46062,0.05,0.31
46063,0.16,0.8
46064,0.04,0.21
46065,0.03,0.17
46066,0.01,0.9
46067,0.17,0.69
46068,0.33,0.57
46069,0.14,0.34
46070,0.22,0.27
46071,0.17,0.43
46072,0.4,0.55
46073,0.06,0.39
46074,0.18,0.85
46075,0.07,0.16
46076,0.13,0.23
46077,0.27,0.16
46078,0.05,0.14
46079,0.24,0.36
46080,0.1,0.33
46081,0.28,0.46
46082,0.11,0.34
46083,0.08,0.12
46084,0.46,0.69
46085,0.3,0.5
46086,0.04,0.78
46087,0.03,0.09
46088,0.13,0.26
46089,0.21,0.67
46090,0.01,0.11
46091,0.9,0.98
46092,0.3,0.72
46093,0.02,0.16
46094,0.09,0.14
46095,0.07,0.9
46096,0.17,0.51
46097,0.07,0.08
46098,0.16,0.62
46099,0.52,0.58
46100,0.52,0.56
46101,0.11,0.09
46102,0.17,0.35
46103,0.41,0.43
46104,0.35,0.68
46105,0.03,0.25
46106,0.08,0.73
46107,0.68,0.81
46108,0.03,0.22
46109,0.23,0.34
46110,0.13,0.4
46111,0.79,0.84
46112,0.1,0.46
46113,0.0,0.08
46114,0.17,0.93
46115,0.34,0.68
46116,0.04,0.07
46117,0.18,0.28
46118,0.12,0.99
46119,0.05,0.85
46120,0.09,0.5
46121,0.46,0.52
46122,0.02,0.13
46123,0.07,0.43
46124,0.13,0.31
46125,0.14,0.48
46126,0.16,0.89
46127,0.25,0.56
46128,0.77,0.92
46129,0.3,0.53
46130,0.08,0.07
46131,0.27,0.76
46132,0.05,0.22
46133,0.11,0.48
46134,0.17,0.85
46135,0.08,0.21
46136,0.14,0.68
46137,0.63,0.91
46138,0.04,0.13
46139,0.05,0.25
46140,0.74,0.87
46141,0.33,0.62
46142,0.16,0.37
46143,0.22,0.52
46144,0.19,0.86
46145,0.03,0.08
46146,0.06,0.39
46147,0.24,0.35
46148,0.84,0.91
46149,0.16,0.9
46150,0.5,0.75
46151,0.08,0.03
46152,0.13,0.27
46153,0.16,0.46
46154,0.11,0.35
46155,0.72,0.89
46156,0.03,0.21
46157,0.08,0.17
46158,0.29,0.45
46159,0.35,0.51
46160,0.4,0.85
46161,0.04,0.12
46162,0.05,0.8
46163,0.04,0.13
46164,0.14,0.33
46165,0.23,0.42
46166,0.06,0.22
46167,0.2,0.85
46168,0.03,0.16
46169,0.08,0.51
46170,0.62,0.93
46171,0.71,0.64
46172,0.05,0.19
46173,0.11,0.24
46174,0.3,0.6
46175,0.34,0.73
46176,0.1,0.38
46177,0.15,0.41
46178,0.56,0.34
46179,0.32,0.73
46180,0.04,0.11
46181,0.39,0.39
46182,0.06,0.88
46183,0.34,0.52
46184,0.05,0.37
46185,0.31,0.55
46186,0.67,0.92
46187,0.31,0.5
46188,0.43,0.51
46189,0.12,0.37
46190,0.09,0.39
46191,0.11,0.27
46192,0.11,0.6
46193,0.61,0.84
46194,0.38,0.63
46195,0.03,0.12
46196,0.19,0.51
46197,0.04,0.66
46198,0.59,0.83
46199,0.09,0.21
46200,0.04,0.13
46201,0.46,0.67
46202,0.16,0.49
46203,0.13,0.34
46204,0.24,0.6
46205,0.05,0.27
46206,0.19,0.51
46207,0.24,0.67
46208,0.21,0.83
46209,0.07,0.1
46210,0.04,0.23
46211,0.06,0.1
46212,0.04,0.29
46213,0.17,0.12
46214,0.3,0.65
46215,0.07,0.8
46216,0.05,0.48
46217,0.14,0.23
46218,0.08,0.19
46219,0.41,0.71
46220,0.1,0.48
46221,0.05,0.22
46222,0.12,0.36
46223,0.18,0.36
46224,0.04,0.11
46225,0.79,0.92
46226,0.15,0.24
46227,0.08,0.18
46228,0.25,0.75
46229,0.06,0.72
46230,0.08,0.15
46231,0.31,0.86
46232,0.04,0.1
46233,0.09,0.35
46234,0.09,0.53
46235,0.68,0.95
46236,0.17,0.65
46237,0.76,0.85
46238,0.45,0.59
46239,0.47,0.64
46240,0.44,0.79
46241,0.07,0.29
46242,0.09,0.13
46243,0.02,0.17
46244,0.27,0.52
46245,0.17,0.3
46246,0.23,0.42
46247,0.04,0.63
46248,0.03,0.08
46249,0.15,0.41
46250,0.22,0.4
46251,0.49,0.44
46252,0.53,0.68
46253,0.14,0.74
46254,0.23,0.43
46255,0.08,0.49
46256,0.08,0.67
46257,0.34,0.61
46258,0.25,0.81
46259,0.17,0.25
46260,0.15,0.31
46261,0.37,0.41
46262,0.87,0.95
46263,0.14,0.54
46264,0.13,0.92
46265,0.77,0.85
46266,0.22,0.54
46267,0.07,0.91
46268,0.18,0.82
46269,0.1,0.5
46270,0.09,0.24
46271,0.16,0.39
46272,0.05,0.16
46273,0.08,0.08
46274,0.65,0.74
46275,0.13,0.55
46276,0.07,0.26
46277,0.35,0.33
46278,0.06,0.28
46279,0.08,0.86
46280,0.05,0.13
46281,0.31,0.77
46282,0.2,0.3
46283,0.1,0.25
46284,0.11,0.16
46285,0.62,0.67
46286,0.18,0.67
46287,0.17,0.66
46288,0.03,0.05
46289,0.08,0.53
46290,0.16,0.67
46291,0.19,0.35
46292,0.12,0.49
46293,0.17,0.4
46294,0.25,0.75
46295,0.57,0.63
46296,0.56,0.68
46297,0.05,0.12
46298,0.01,0.13
46299,0.81,0.97
46300,0.24,0.41
46301,0.18,0.59
46302,0.1,0.63
46303,0.03,0.19
46304,0.63,0.8
46305,0.12,0.32
46306,0.0,0.04
46307,0.04,0.1
46308,0.07,0.16
46309,0.75,0.82
46310,0.1,0.09
46311,0.66,0.77
46312,0.14,0.8
46313,0.06,0.11
46314,0.19,0.83
46315,0.92,0.97
46316,0.27,0.24
46317,0.2,0.26
46318,0.04,0.13
46319,0.08,0.57
46320,0.22,0.3
46321,0.09,0.26
46322,0.04,0.08
46323,0.14,0.58
46324,0.27,0.58
46325,0.1,0.38
46326,0.11,0.64
46327,0.03,0.04
46328,0.02,0.02
46329,0.56,0.7
46330,0.04,0.16
46331,0.07,0.88
46332,0.48,0.79
46333,0.27,0.51
46334,0.08,0.14
46335,0.26,0.79
46336,0.32,0.69
46337,0.05,0.1
46338,0.14,0.3
46339,0.48,0.68
46340,0.73,0.93
46341,0.03,0.16
46342,0.04,0.69
46343,0.18,0.45
46344,0.48,0.96
46345,0.06,0.13
46346,0.48,0.41
46347,0.1,0.63
46348,0.41,0.83
46349,0.47,0.45
46350,0.14,0.21
46351,0.06,0.26
46352,0.14,0.33
46353,0.57,0.83
46354,0.41,0.54
46355,0.17,0.53
46356,0.24,0.56
46357,0.13,0.67
46358,0.05,0.14
46359,0.05,0.27
46360,0.13,0.15
46361,0.71,0.77
46362,0.13,0.23
46363,0.5,0.72
46364,0.11,0.81
46365,0.15,0.31
46366,0.13,0.54
46367,0.01,0.15
46368,0.21,0.44
46369,0.71,0.8
46370,0.26,0.79
46371,0.03,0.06
46372,0.01,0.22
46373,0.2,0.53
46374,0.17,0.4
46375,0.03,0.18
46376,0.0,0.19
46377,0.91,0.91
46378,0.07,0.65
46379,0.03,0.08
46380,0.06,0.06
46381,0.1,0.29
46382,0.22,0.24
46383,0.61,0.83
46384,0.46,0.55
46385,0.07,0.52
46386,0.26,0.78
46387,0.04,0.53
46388,0.46,0.68
46389,0.41,0.5
46390,0.15,0.47
46391,0.08,0.58
46392,0.0,0.03
46393,0.63,0.86
46394,0.53,0.73
46395,0.09,0.64
46396,0.37,0.48
46397,0.17,0.72
46398,0.15,0.6
46399,0.3,0.83
46400,0.28,0.62
46401,0.15,0.59
46402,0.38,0.7
46403,0.72,0.92
46404,0.33,0.82
46405,0.58,0.83
46406,0.05,0.05
46407,0.15,0.64
46408,0.21,0.44
46409,0.07,0.93
46410,0.09,0.22
46411,0.37,0.57
46412,0.0,0.11
46413,0.44,0.5
46414,0.03,0.03
46415,0.08,0.37
46416,0.36,0.86
46417,0.03,0.08
46418,0.14,0.61
46419,0.08,0.7
46420,0.09,0.23
46421,0.59,0.8
46422,0.71,0.83
46423,0.32,0.69
46424,0.19,0.24
46425,0.85,0.96
46426,0.25,0.55
46427,0.22,0.4
46428,0.13,0.56
46429,0.24,0.55
46430,0.12,0.36
46431,0.04,0.06
46432,0.47,0.75
46433,0.24,0.36
46434,0.56,0.86
46435,0.09,0.62
46436,0.04,0.21
46437,0.28,0.6
46438,0.53,0.73
46439,0.3,0.48
46440,0.13,0.39
46441,0.08,0.24
46442,0.33,0.65
46443,0.22,0.8
46444,0.03,0.08
46445,0.12,0.45
46446,0.07,0.24
46447,0.13,0.32
46448,0.14,0.71
46449,0.09,0.16
46450,0.1,0.29
46451,0.21,0.39
46452,0.26,0.58
46453,0.19,0.26
46454,0.08,0.09
46455,0.15,0.27
46456,0.07,0.44
46457,0.18,0.38
46458,0.09,0.89
46459,0.31,0.64
46460,0.68,0.85
46461,0.39,0.66
46462,0.11,0.63
46463,0.46,0.67
46464,0.07,0.41
46465,0.19,0.54
46466,0.27,0.64
46467,0.24,0.58
46468,0.11,0.2
46469,0.05,0.42
46470,0.09,0.88
46471,0.13,0.53
46472,0.13,0.37
46473,0.58,0.84
46474,0.75,0.93
46475,0.08,0.57
46476,0.89,0.92
46477,0.29,0.74
46478,0.55,0.74
46479,0.47,0.92
46480,0.05,0.52
46481,0.11,0.27
46482,0.27,0.52
46483,0.09,0.22
46484,0.08,0.38
46485,0.08,0.06
46486,0.29,0.84
46487,0.12,0.19
46488,0.17,0.46
46489,0.04,0.29
46490,0.03,0.07
46491,0.36,0.24
46492,0.36,0.57
46493,0.1,0.29
46494,0.02,0.03
46495,0.09,0.66
46496,0.03,0.13
46497,0.2,0.32
46498,0.09,0.21
46499,0.01,0.42
46500,0.57,0.7
46501,0.2,0.49
46502,0.03,0.19
46503,0.12,0.19
46504,0.16,0.49
46505,0.5,0.65
46506,0.11,0.18
46507,0.2,0.43
46508,0.02,0.15
46509,0.13,0.16
46510,0.0,0.12
46511,0.04,0.93
46512,0.06,0.79
46513,0.15,0.66
46514,0.58,0.79
46515,0.32,0.83
46516,0.1,0.41
46517,0.14,0.74
46518,0.16,0.74
46519,0.04,0.57
46520,0.02,0.13
46521,0.12,0.72
46522,0.25,0.47
46523,0.24,0.85
46524,0.2,0.57
46525,0.11,0.82
46526,0.08,0.22
46527,0.33,0.82
46528,0.38,0.54
46529,0.2,0.44
46530,0.54,0.88
46531,0.2,0.75
46532,0.2,0.3
46533,0.17,0.28
46534,0.16,0.78
46535,0.04,0.28
46536,0.37,0.77
46537,0.03,0.11
46538,0.0,0.1
46539,0.19,0.25
46540,0.33,0.61
46541,0.02,0.03
46542,0.16,0.7
46543,0.14,0.24
46544,0.48,0.8
46545,0.21,0.6
46546,0.05,0.19
46547,0.73,0.81
46548,0.25,0.88
46549,0.17,0.8
46550,0.02,0.12
46551,0.35,0.44
46552,0.04,0.69
46553,0.07,0.33
46554,0.3,0.53
46555,0.06,0.31
46556,0.25,0.73
46557,0.11,0.14
46558,0.33,0.55
46559,0.12,0.34
46560,0.02,0.14
46561,0.26,0.35
46562,0.2,0.87
46563,0.38,0.75
46564,0.35,0.57
46565,0.21,0.29
46566,0.19,0.26
46567,0.03,0.18
46568,0.71,0.97
46569,0.02,0.14
46570,0.14,0.11
46571,0.08,0.8
46572,0.2,0.39
46573,0.09,0.73
46574,0.07,0.44
46575,0.04,0.09
46576,0.09,0.46
46577,0.04,0.21
46578,0.14,0.7
46579,0.48,0.81
46580,0.24,0.78
46581,0.21,0.82
46582,0.04,0.12
46583,0.09,0.48
46584,0.09,0.37
46585,0.02,0.11
46586,0.32,0.73
46587,0.12,0.73
46588,0.01,0.15
46589,0.01,0.04
46590,0.56,0.73
46591,0.35,0.53
46592,0.19,0.63
46593,0.13,0.21
46594,0.07,0.46
46595,0.05,0.15
46596,0.8,0.95
46597,0.48,0.76
46598,0.23,0.83
46599,0.11,0.49
46600,0.07,0.24
46601,0.05,0.26
46602,0.47,0.83
46603,0.09,0.5
46604,0.03,0.17
46605,0.31,0.52
46606,0.09,0.42
46607,0.2,0.41
46608,0.02,0.12
46609,0.07,0.4
46610,0.28,0.5
46611,0.18,0.22
46612,0.03,0.06
46613,0.18,0.78
46614,0.1,0.83
46615,0.32,0.57
46616,0.02,0.15
46617,0.16,0.54
46618,0.4,0.43
46619,0.05,0.41
46620,0.15,0.17
46621,0.0,0.11
46622,0.79,0.84
46623,0.12,0.67
46624,0.31,0.53
46625,0.17,0.17
46626,0.54,0.8
46627,0.21,0.38
46628,0.16,0.26
46629,0.23,0.42
46630,0.32,0.66
46631,0.09,0.66
46632,0.1,0.8
46633,0.03,0.15
46634,0.1,0.56
46635,0.84,0.85
46636,0.05,0.2
46637,0.09,0.39
46638,0.02,0.09
46639,0.18,0.53
46640,0.72,0.92
46641,0.04,0.83
46642,0.27,0.62
46643,0.16,0.37
46644,0.02,0.05
46645,0.31,0.81
46646,0.18,0.37
46647,0.31,0.63
46648,0.44,0.65
46649,0.02,0.15
46650,0.13,0.39
46651,0.0,0.06
46652,0.08,0.16
46653,0.03,0.13
46654,0.5,0.57
46655,0.03,0.13
46656,0.22,0.54
46657,0.17,0.39
46658,0.15,0.81
46659,0.28,0.24
46660,0.13,0.61
46661,0.1,0.31
46662,0.06,0.07
46663,0.46,0.36
46664,0.1,0.74
46665,0.17,0.62
46666,0.22,0.34
46667,0.08,0.71
46668,0.12,0.07
46669,0.03,0.15
46670,0.36,0.65
46671,0.53,0.74
46672,0.24,0.68
46673,0.07,0.8
46674,0.03,0.38
46675,0.03,0.18
46676,0.07,0.35
46677,0.05,0.26
46678,0.29,0.32
46679,0.69,0.99
46680,0.02,0.13
46681,0.4,0.47
46682,0.9,0.95
46683,0.05,0.21
46684,0.07,0.23
46685,0.32,0.72
46686,0.14,0.25
46687,0.18,0.28
46688,0.33,0.57
46689,0.11,0.3
46690,0.79,0.91
46691,0.07,0.25
46692,0.32,0.63
46693,0.07,0.18
46694,0.08,0.17
46695,0.08,0.36
46696,0.2,0.53
46697,0.06,0.25
46698,0.09,0.85
46699,0.14,0.85
46700,0.19,0.56
46701,0.04,0.81
46702,0.05,0.13
46703,0.5,0.77
46704,0.36,0.67
46705,0.52,0.9
46706,0.08,0.81
46707,0.26,0.43
46708,0.07,0.75
46709,0.18,0.21
46710,0.17,0.44
46711,0.28,0.66
46712,0.37,0.78
46713,0.07,0.21
46714,0.09,0.36
46715,0.61,0.84
46716,0.22,0.38
46717,0.28,0.55
46718,0.07,0.76
46719,0.09,0.41
46720,0.1,0.15
46721,0.03,0.51
46722,0.12,0.25
46723,0.04,0.54
46724,0.04,0.1
46725,0.56,0.53
46726,0.75,0.83
46727,0.11,0.24
46728,0.16,0.28
46729,0.15,0.55
46730,0.13,0.28
46731,0.11,0.33
46732,0.11,0.34
46733,0.05,0.05
46734,0.25,0.7
46735,0.03,0.12
46736,0.14,0.17
46737,0.03,0.04
46738,0.61,0.74
46739,0.7,0.82
46740,0.16,0.8
46741,0.21,0.36
46742,0.1,0.71
46743,0.6,0.81
46744,0.08,0.67
46745,0.55,0.6
46746,0.08,0.29
46747,0.3,0.23
46748,0.07,0.33
46749,0.02,0.08
46750,0.06,0.64
46751,0.25,0.46
46752,0.23,0.56
46753,0.26,0.26
46754,0.31,0.64
46755,0.22,0.36
46756,0.38,0.69
46757,0.78,0.93
46758,0.11,0.57
46759,0.04,0.24
46760,0.14,0.36
46761,0.04,0.06
46762,0.04,0.09
46763,0.42,0.68
46764,0.06,0.2
46765,0.15,0.16
46766,0.15,0.68
46767,0.31,0.72
46768,0.06,0.21
46769,0.11,0.32
46770,0.28,0.7
46771,0.13,0.49
46772,0.06,0.21
46773,0.07,0.15
46774,0.1,0.43
46775,0.09,0.45
46776,0.66,0.79
46777,0.33,0.58
46778,0.14,0.61
46779,0.33,0.54
46780,0.48,0.5
46781,0.7,0.88
46782,0.17,0.85
46783,0.12,0.29
46784,0.05,0.16
46785,0.07,0.15
46786,0.02,0.37
46787,0.17,0.37
46788,0.27,0.5
46789,0.1,0.77
46790,0.36,0.62
46791,0.06,0.15
46792,0.08,0.44
46793,0.05,0.47
46794,0.16,0.37
46795,0.4,0.57
46796,0.07,0.51
46797,0.08,0.54
46798,0.09,0.27
46799,0.44,0.47
46800,0.24,0.59
46801,0.31,0.6
46802,0.37,0.71
46803,0.72,0.89
46804,0.22,0.62
46805,0.04,0.17
46806,0.19,0.38
46807,0.35,0.72
46808,0.04,0.11
46809,0.52,0.47
46810,0.13,0.3
46811,0.13,0.71
46812,0.07,0.64
46813,0.01,0.15
46814,0.18,0.51
46815,0.14,0.47
46816,0.01,0.83
46817,0.15,0.23
46818,0.02,0.15
46819,0.04,0.24
46820,0.04,0.73
46821,0.02,0.14
46822,0.36,0.84
46823,0.02,0.12
46824,0.0,0.09
46825,0.08,0.41
46826,0.24,0.73
46827,0.14,0.48
46828,0.07,0.41
46829,0.14,0.41
46830,0.16,0.53
46831,0.1,0.87
46832,0.41,0.77
46833,0.13,0.26
46834,0.38,0.7
46835,0.71,0.89
46836,0.05,0.7
46837,0.14,0.52
46838,0.31,0.41
46839,0.04,0.94
46840,0.32,0.52
46841,0.04,0.12
46842,0.13,0.45
46843,0.15,0.22
46844,0.16,0.57
46845,0.19,0.7
46846,0.15,0.46
46847,0.43,0.71
46848,0.31,0.14
46849,0.15,0.19
46850,0.49,0.63
46851,0.61,0.88
46852,0.36,0.73
46853,0.06,0.06
46854,0.04,0.11
46855,0.03,0.69
46856,0.23,0.43
46857,0.17,0.42
46858,0.05,0.07
46859,0.07,0.2
46860,0.13,0.67
46861,0.24,0.47
46862,0.17,0.28
46863,0.1,0.34
46864,0.02,0.14
46865,0.32,0.32
46866,0.18,0.21
46867,0.08,0.29
46868,0.6,0.86
46869,0.08,0.6
46870,0.22,0.47
46871,0.23,0.77
46872,0.02,0.04
46873,0.14,0.43
46874,0.04,0.17
46875,0.42,0.63
46876,0.11,0.66
46877,0.02,0.06
46878,0.06,0.14
46879,0.85,0.95
46880,0.23,0.58
46881,0.36,0.31
46882,0.19,0.61
46883,0.1,0.28
46884,0.02,0.04
46885,0.03,0.07
46886,0.18,0.36
46887,0.12,0.4
46888,0.47,0.56
46889,0.03,0.83
46890,0.07,0.27
46891,0.22,0.45
46892,0.9,0.88
46893,0.07,0.21
46894,0.08,0.26
46895,0.37,0.75
46896,0.15,0.43
46897,0.43,0.41
46898,0.49,0.75
46899,0.12,0.64
46900,0.19,0.23
46901,0.04,0.2
46902,0.08,0.83
46903,0.51,0.86
46904,0.06,0.16
46905,0.04,0.49
46906,0.07,0.19
46907,0.05,0.08
46908,0.12,0.41
46909,0.05,0.74
46910,0.08,0.89
46911,0.06,0.4
46912,0.14,0.64
46913,0.04,0.47
46914,0.26,0.5
46915,0.3,0.2
46916,0.09,0.42
46917,0.32,0.49
46918,0.03,0.08
46919,0.1,0.61
46920,0.29,0.73
46921,0.21,0.3
46922,0.14,0.19
46923,0.02,0.15
46924,0.09,0.61
46925,0.14,0.32
46926,0.11,0.83
46927,0.01,0.05
46928,0.14,0.9
46929,0.23,0.8
46930,0.13,0.48
46931,0.14,0.88
46932,0.23,0.66
46933,0.36,0.58
46934,0.05,0.18
46935,0.15,0.56
46936,0.24,0.39
46937,0.09,0.26
46938,0.05,0.09
46939,0.22,0.65
46940,0.05,0.05
46941,0.11,0.75
46942,0.16,0.26
46943,0.65,0.85
46944,0.5,0.92
46945,0.01,0.08
46946,0.07,0.54
46947,0.57,0.7
46948,0.44,0.66
46949,0.14,0.43
46950,0.29,0.58
46951,0.07,0.24
46952,0.08,0.7
46953,0.3,0.35
46954,0.34,0.67
46955,0.04,0.06
46956,0.74,0.85
46957,0.59,0.77
46958,0.34,0.74
46959,0.02,0.09
46960,0.11,0.25
46961,0.05,0.44
46962,0.12,0.2
46963,0.35,0.66
46964,0.04,0.83
46965,0.15,0.64
46966,0.33,0.34
46967,0.15,0.2
46968,0.76,0.78
46969,0.04,0.17
46970,0.03,0.23
46971,0.3,0.46
46972,0.85,0.91
46973,0.42,0.29
46974,0.47,0.6
46975,0.1,0.79
46976,0.11,0.45
46977,0.03,0.54
46978,0.11,0.71
46979,0.04,0.09
46980,0.39,0.67
46981,0.06,0.28
46982,0.12,0.73
46983,0.01,0.17
46984,0.52,0.87
46985,0.28,0.47
46986,0.23,0.33
46987,0.16,0.26
46988,0.15,0.6
46989,0.09,0.42
46990,0.09,0.85
46991,0.15,0.83
46992,0.86,0.81
46993,0.08,0.15
46994,0.19,0.31
46995,0.06,0.28
46996,0.08,0.14
46997,0.03,0.17
46998,0.09,0.27
46999,0.08,0.71
47000,0.47,0.68
47001,0.12,0.2
47002,0.23,0.63
47003,0.01,0.09
47004,0.17,0.32
47005,0.02,0.25
47006,0.11,0.21
47007,0.04,0.07
47008,0.2,0.39
47009,0.11,0.87
47010,0.09,0.36
47011,0.07,0.72
47012,0.19,0.53
47013,0.21,0.47
47014,0.41,0.54
47015,0.18,0.39
47016,0.24,0.92
47017,0.08,0.24
47018,0.63,0.87
47019,0.09,0.76
47020,0.03,0.11
47021,0.21,0.3
47022,0.07,0.63
47023,0.03,0.08
47024,0.11,0.3
47025,0.42,0.84
47026,0.24,0.81
47027,0.08,0.7
47028,0.23,0.24
47029,0.53,0.79
47030,0.11,0.8
47031,0.14,0.91
47032,0.06,0.78
47033,0.07,0.17
47034,0.28,0.26
47035,0.15,0.28
47036,0.19,0.23
47037,0.24,0.75
47038,0.02,0.14
47039,0.04,0.18
47040,0.44,0.74
47041,0.21,0.6
47042,0.01,0.08
47043,0.23,0.48
47044,0.04,0.1
47045,0.08,0.25
47046,0.14,0.13
47047,0.1,0.98
47048,0.13,0.67
47049,0.06,0.39
47050,0.37,0.5
47051,0.25,0.33
47052,0.69,0.84
47053,0.06,0.46
47054,0.04,0.13
47055,0.37,0.71
47056,0.43,0.58
47057,0.55,0.59
47058,0.47,0.53
47059,0.03,0.03
47060,0.29,0.5
47061,0.16,0.37
47062,0.11,0.85
47063,0.27,0.58
47064,0.07,0.21
47065,0.19,0.45
47066,0.56,0.59
47067,0.04,0.05
47068,0.54,0.93
47069,0.19,0.21
47070,0.18,0.43
47071,0.68,0.84
47072,0.08,0.1
47073,0.39,0.36
47074,0.72,0.87
47075,0.43,0.7
47076,0.28,0.42
47077,0.18,0.25
47078,0.25,0.23
47079,0.05,0.09
47080,0.06,0.51
47081,0.01,0.11
47082,0.71,0.84
47083,0.08,0.29
47084,0.19,0.5
47085,0.77,0.89
47086,0.76,0.85
47087,0.02,0.57
47088,0.11,0.53
47089,0.22,0.49
47090,0.23,0.52
47091,0.13,0.23
47092,0.04,0.06
47093,0.19,0.63
47094,0.35,0.54
47095,0.34,0.83
47096,0.16,0.34
47097,0.03,0.12
47098,0.24,0.12
47099,0.08,0.11
47100,0.21,0.38
47101,0.05,0.72
47102,0.05,0.24
47103,0.22,0.29
47104,0.03,0.13
47105,0.02,0.04
47106,0.14,0.15
47107,0.26,0.4
47108,0.1,0.27
47109,0.09,0.28
47110,0.19,0.73
47111,0.07,0.73
47112,0.06,0.34
47113,0.5,0.68
47114,0.04,0.12
47115,0.09,0.56
47116,0.06,0.11
47117,0.22,0.78
47118,0.07,0.71
47119,0.07,0.21
47120,0.05,0.22
47121,0.47,0.81
47122,0.13,0.68
47123,0.08,0.26
47124,0.07,0.48
47125,0.76,0.57
47126,0.06,0.2
47127,0.08,0.21
47128,0.39,0.9
47129,0.06,0.13
47130,0.06,0.17
47131,0.08,0.3
47132,0.24,0.85
47133,0.05,0.17
47134,0.17,0.72
47135,0.44,0.61
47136,0.16,0.5
47137,0.16,0.99
47138,0.72,0.84
47139,0.13,0.73
47140,0.05,0.19
47141,0.12,0.85
47142,0.26,0.51
47143,0.18,0.3
47144,0.04,0.16
47145,0.13,0.21
47146,0.1,0.22
47147,0.06,0.36
47148,0.17,0.32
47149,0.38,0.71
47150,0.88,0.94
47151,0.57,0.79
47152,0.26,0.27
47153,0.04,0.12
47154,0.27,0.21
47155,0.09,0.63
47156,0.42,0.64
47157,0.27,0.61
47158,0.3,0.36
47159,0.74,0.84
47160,0.04,0.2
47161,0.17,0.49
47162,0.24,0.6
47163,0.06,0.3
47164,0.02,0.88
47165,0.07,0.15
47166,0.12,0.35
47167,0.34,0.43
47168,0.07,0.26
47169,0.07,0.28
47170,0.11,0.23
47171,0.3,0.53
47172,0.31,0.85
47173,0.12,0.24
47174,0.02,0.13
47175,0.06,0.1
47176,0.16,0.19
47177,0.01,0.17
47178,0.22,0.67
47179,0.11,0.57
47180,0.47,0.66
47181,0.02,0.13
47182,0.02,0.12
47183,0.01,0.1
47184,0.12,0.4
47185,0.59,0.87
47186,0.3,0.9
47187,0.2,0.19
47188,0.12,0.56
47189,0.24,0.36
47190,0.05,0.82
47191,0.01,0.82
47192,0.1,0.25
47193,0.04,0.19
47194,0.37,0.68
47195,0.3,0.45
47196,0.25,0.73
47197,0.06,0.13
47198,0.51,0.74
47199,0.15,0.58
47200,0.02,0.05
47201,0.06,0.73
47202,0.44,0.65
47203,0.31,0.54
47204,0.45,0.33
47205,0.04,0.08
47206,0.13,0.27
47207,0.67,0.94
47208,0.1,0.39
47209,0.74,0.79
47210,0.16,0.28
47211,0.41,0.62
47212,0.15,0.73
47213,0.09,0.15
47214,0.09,0.72
47215,0.25,0.72
47216,0.09,0.5
47217,0.31,0.84
47218,0.18,0.78
47219,0.01,0.1
47220,0.04,0.23
47221,0.2,0.77
47222,0.37,0.68
47223,0.72,0.86
47224,0.1,0.37
47225,0.33,0.52
47226,0.06,0.16
47227,0.06,0.24
47228,0.28,0.74
47229,0.04,0.19
47230,0.55,0.86
47231,0.54,0.66
47232,0.32,0.15
47233,0.26,0.53
47234,0.1,0.12
47235,0.04,0.17
47236,0.12,0.43
47237,0.13,0.48
47238,0.25,0.42
47239,0.3,0.85
47240,0.3,0.39
47241,0.64,0.71
47242,0.55,0.82
47243,0.16,0.2
47244,0.33,0.47
47245,0.41,0.42
47246,0.31,0.41
47247,0.04,0.06
47248,0.11,0.12
47249,0.05,0.25
47250,0.03,0.23
47251,0.16,0.63
47252,0.31,0.58
47253,0.06,0.67
47254,0.09,0.23
47255,0.35,0.82
47256,0.06,0.5
47257,0.11,0.46
47258,0.16,0.78
47259,0.07,0.19
47260,0.42,0.5
47261,0.02,0.12
47262,0.18,0.27
47263,0.29,0.51
47264,0.12,0.5
47265,0.11,0.5
47266,0.08,0.52
47267,0.04,0.17
47268,0.21,0.32
47269,0.24,0.55
47270,0.07,0.23
47271,0.19,0.43
